rowNum,Property_Unique_Number,Version_Number,Address,Price,Bed_Rooms,Property_Type,Property_Url,Agent_Name,Property_Status,Status_Date,Featured,Run_Date,Location
2239,136958600,11,"Lower Tail, Carpenders Park",550000,4,Link Detached House,https://www.rightmove.co.uk/properties/136958600#/?channel=RES_BUY,"Fairfield Estate Agents, Oxhey",Reduced,2023-08-25,,2023-10-21,"Pinner, Middlesex"
2240,136958600,12,"Lower Tail, Carpenders Park",575000,4,Link Detached House,https://www.rightmove.co.uk/properties/136958600#/?channel=RES_BUY,"Fairfield Estate Agents, Oxhey",Reduced,2023-09-01,,2023-10-21,"Pinner, Middlesex"
2241,136958600,13,"Lower Tail, Carpenders Park",550000,4,Link Detached House,https://www.rightmove.co.uk/properties/136958600#/?channel=RES_BUY,"Fairfield Estate Agents, Oxhey",Reduced,2023-09-01,,2023-10-21,"Pinner, Middlesex"
2242,136958600,14,"Lower Tail, Carpenders Park",550000,4,Link Detached House,https://www.rightmove.co.uk/properties/136958600#/?channel=RES_BUY,"Fairfield Estate Agents, Oxhey",UNDER OFFER,2023-10-21,,2023-10-21,"Pinner, Middlesex"
3804,136965182,1,"Garth Close, Morden, SM4",600000,3,Terraced,https://www.rightmove.co.uk/properties/136965182#/?channel=RES_BUY,"Goodfellows, Stonecot Hill",Initial entry,2023-07-05,,2023-10-21,"Sutton, Surrey"
3265,136970243,1,"Green Wrythe Lane, Carshalton, SM5",675000,4,Semi-Detached,https://www.rightmove.co.uk/properties/136970243#/?channel=RES_BUY,"Purplebricks, covering Sutton",Initial entry,2023-07-05,,2023-10-21,"Sutton, Surrey"
3266,136970243,2,"Green Wrythe Lane, Carshalton, SM5",675000,4,Semi-Detached,https://www.rightmove.co.uk/properties/136970243#/?channel=RES_BUY,"Purplebricks, covering Sutton",SOLD STC,2023-10-21,,2023-10-21,"Sutton, Surrey"
4149,136970423,1,"Gassiot Way, Sutton",550000,3,Semi-Detached,https://www.rightmove.co.uk/properties/136970423#/?channel=RES_BUY,"Butlers, Sutton",Initial entry,2023-07-05,,2023-10-21,"Sutton, Surrey"
4150,136970423,2,"Gassiot Way, Sutton",550000,3,Semi-Detached,https://www.rightmove.co.uk/properties/136970423#/?channel=RES_BUY,"Butlers, Sutton",SOLD STC,2023-10-21,,2023-10-21,"Sutton, Surrey"
592,136979939,1,"Burwood Avenue, Pinner, Middlesex",900000,3,Semi-Detached,https://www.rightmove.co.uk/properties/136979939#/?channel=RES_BUY,"Gibbs Gillespie, Pinner Sales",Initial entry,2023-07-06,,2023-10-19,"Pinner, Middlesex"
593,136979939,2,"Burwood Avenue, Pinner, Middlesex",900000,3,Semi-Detached,https://www.rightmove.co.uk/properties/136979939#/?channel=RES_BUY,"Gibbs Gillespie, Pinner Sales",SOLD STC,2023-10-19,,2023-10-19,"Pinner, Middlesex"
1433,136983929,1,"Hartland Drive, Ruislip, HA4",720000,4,End of Terrace,https://www.rightmove.co.uk/properties/136983929#/?channel=RES_BUY,"Coopers, Ruislip Manor",Initial entry,2023-07-06,,2023-10-21,"Pinner, Middlesex"
1434,136983929,2,"Hartland Drive, Ruislip, HA4",720000,4,End of Terrace,https://www.rightmove.co.uk/properties/136983929#/?channel=RES_BUY,"Coopers, Ruislip Manor",SOLD STC,2023-10-21,,2023-10-21,"Pinner, Middlesex"
95,136986212,1,"St. Michaels Crescent, Pinner",775000,3,Semi-Detached,https://www.rightmove.co.uk/properties/136986212#/?channel=RES_BUY,"Andrew Pearce, Pinner",Initial entry,2023-07-06,,2023-10-19,"Pinner, Middlesex"
2183,136989665,1,Lynton Road,595000,3,End of Terrace,https://www.rightmove.co.uk/properties/136989665#/?channel=RES_BUY,"Andrew Pearce, Harrow",Initial entry,2023-07-06,,2023-10-21,"Pinner, Middlesex"
2184,136989665,2,Lynton Road,575000,3,End of Terrace,https://www.rightmove.co.uk/properties/136989665#/?channel=RES_BUY,"Andrew Pearce, Harrow",Reduced,2023-08-02,,2023-10-21,"Pinner, Middlesex"
2185,136989665,3,Lynton Road,565000,3,End of Terrace,https://www.rightmove.co.uk/properties/136989665#/?channel=RES_BUY,"Andrew Pearce, Harrow",Reduced,2023-09-17,,2023-10-21,"Pinner, Middlesex"
3317,136992245,1,"Edward Avenue, Morden",675000,4,Detached,https://www.rightmove.co.uk/properties/136992245#/?channel=RES_BUY,"Turners, Morden",Initial entry,2023-07-06,,2023-10-21,"Sutton, Surrey"
3318,136992245,2,"Edward Avenue, Morden",675000,4,Detached,https://www.rightmove.co.uk/properties/136992245#/?channel=RES_BUY,"Turners, Morden",SOLD STC,2023-10-21,,2023-10-21,"Sutton, Surrey"
2188,136993907,1,"Lynton Road, Rayners Lane",595000,3,End of Terrace,https://www.rightmove.co.uk/properties/136993907#/?channel=RES_BUY,"Rawlinson Gold, Harrow Town Centre - Sales",Initial entry,2023-07-06,,2023-10-21,"Pinner, Middlesex"
2189,136993907,2,"Lynton Road, Rayners Lane",575000,3,End of Terrace,https://www.rightmove.co.uk/properties/136993907#/?channel=RES_BUY,"Rawlinson Gold, Harrow Town Centre - Sales",Reduced,2023-08-02,,2023-10-21,"Pinner, Middlesex"
2190,136993907,3,"Lynton Road, Rayners Lane",565000,3,End of Terrace,https://www.rightmove.co.uk/properties/136993907#/?channel=RES_BUY,"Rawlinson Gold, Harrow Town Centre - Sales",Reduced,2023-09-28,,2023-10-21,"Pinner, Middlesex"
53,137003339,1,"West Avenue, Pinner, HA5",825000,3,Semi-Detached,https://www.rightmove.co.uk/properties/137003339#/?channel=RES_BUY,"Robsons, Pinner",Initial entry,2023-07-06,,2023-10-19,"Pinner, Middlesex"
54,137003339,2,"West Avenue, Pinner, HA5",795000,3,Semi-Detached,https://www.rightmove.co.uk/properties/137003339#/?channel=RES_BUY,"Robsons, Pinner",Reduced,2023-07-31,,2023-10-19,"Pinner, Middlesex"
55,137003339,3,"West Avenue, Pinner, HA5",795000,3,Semi-Detached,https://www.rightmove.co.uk/properties/137003339#/?channel=RES_BUY,"Robsons, Pinner",UNDER OFFER,2023-10-19,,2023-10-19,"Pinner, Middlesex"
4434,137003339,3,"West Avenue, Pinner, HA5",795000,3,Semi-Detached,https://www.rightmove.co.uk/properties/137003339#/?channel=RES_BUY,"Robsons, Pinner",SOLD STC,2023-10-30,,2023-10-30,"Pinner, Middlesex"
3148,137007974,1,"Alberta Avenue, Cheam, Sutton, SM1",700000,4,Semi-Detached,https://www.rightmove.co.uk/properties/137007974#/?channel=RES_BUY,"Goodfellows, Cheam Village",Initial entry,2023-07-06,,2023-10-21,"Sutton, Surrey"
3149,137007974,2,"Alberta Avenue, Cheam, Sutton, SM1",700000,4,Semi-Detached,https://www.rightmove.co.uk/properties/137007974#/?channel=RES_BUY,"Goodfellows, Cheam Village",SOLD STC,2023-10-21,,2023-10-21,"Sutton, Surrey"
1194,137019011,1,"Clamp Hill, Stanmore",875000,3,Detached,https://www.rightmove.co.uk/properties/137019011#/?channel=RES_BUY,"Carrington Estate Agents, Borehamwood",Initial entry,2023-07-06,,2023-10-21,"Pinner, Middlesex"
1195,137019011,2,"Clamp Hill, Stanmore",825000,3,Detached,https://www.rightmove.co.uk/properties/137019011#/?channel=RES_BUY,"Carrington Estate Agents, Borehamwood",Reduced,2023-08-15,,2023-10-21,"Pinner, Middlesex"
1196,137019011,3,"Clamp Hill, Stanmore",799950,3,Detached,https://www.rightmove.co.uk/properties/137019011#/?channel=RES_BUY,"Carrington Estate Agents, Borehamwood",Reduced,2023-10-16,,2023-10-21,"Pinner, Middlesex"
1173,137019809,1,"Lime Grove, Ruislip",850000,4,Semi-Detached,https://www.rightmove.co.uk/properties/137019809#/?channel=RES_BUY,"Allday & Miller, Uxbridge",Initial entry,2023-07-06,,2023-10-21,"Pinner, Middlesex"
1174,137019809,2,"Lime Grove, Ruislip",830000,4,Semi-Detached,https://www.rightmove.co.uk/properties/137019809#/?channel=RES_BUY,"Allday & Miller, Uxbridge",Reduced,2023-09-05,,2023-10-21,"Pinner, Middlesex"
1175,137019809,3,"Lime Grove, Ruislip",800000,4,Semi-Detached,https://www.rightmove.co.uk/properties/137019809#/?channel=RES_BUY,"Allday & Miller, Uxbridge",Reduced,2023-09-19,,2023-10-21,"Pinner, Middlesex"
4367,137019809,4,"Lime Grove, Ruislip",800000,4,Semi-Detached,https://www.rightmove.co.uk/properties/137019809#/?channel=RES_BUY,"Allday & Miller, Uxbridge",SOLD STC,2023-10-24,,2023-10-24,"Pinner, Middlesex"
2349,137027669,1,"Sandy Croft, Epsom",1375000,5,Chalet,https://www.rightmove.co.uk/properties/137027669#/?channel=RES_BUY,"The Personal Agent, Banstead",Initial entry,2023-07-06,,2023-10-21,"Sutton, Surrey"
2350,137027669,2,"Sandy Croft, Epsom",1300000,5,Chalet,https://www.rightmove.co.uk/properties/137027669#/?channel=RES_BUY,"The Personal Agent, Banstead",Reduced,2023-10-16,,2023-10-21,"Sutton, Surrey"
1206,137029904,1,North Harrow,825000,4,Semi-Detached,https://www.rightmove.co.uk/properties/137029904#/?channel=RES_BUY,"Brian Cox, North Harrow",Initial entry,2023-07-06,,2023-10-21,"Pinner, Middlesex"
1207,137029904,2,North Harrow,799950,4,Semi-Detached,https://www.rightmove.co.uk/properties/137029904#/?channel=RES_BUY,"Brian Cox, North Harrow",Reduced,2023-08-04,,2023-10-21,"Pinner, Middlesex"
1208,137029904,3,North Harrow,799950,4,Semi-Detached,https://www.rightmove.co.uk/properties/137029904#/?channel=RES_BUY,"Brian Cox, North Harrow",UNDER OFFER,2023-10-21,,2023-10-21,"Pinner, Middlesex"
2654,137039579,1,"Grove Road, Sutton, SM1",900000,5,Detached,https://www.rightmove.co.uk/properties/137039579#/?channel=RES_BUY,"Burn & Warne, Sutton",Initial entry,2023-07-06,,2023-10-21,"Sutton, Surrey"
2655,137039579,2,"Grove Road, Sutton, SM1",875000,5,Detached,https://www.rightmove.co.uk/properties/137039579#/?channel=RES_BUY,"Burn & Warne, Sutton",Reduced,2023-07-17,,2023-10-21,"Sutton, Surrey"
2656,137039579,3,"Grove Road, Sutton, SM1",875000,5,Detached,https://www.rightmove.co.uk/properties/137039579#/?channel=RES_BUY,"Burn & Warne, Sutton",UNDER OFFER,2023-10-21,,2023-10-21,"Sutton, Surrey"
459,137049155,1,"Grimsdyke Road, Hatch End, Pinner, HA5 4PJ",1095000,4,Detached,https://www.rightmove.co.uk/properties/137049155#/?channel=RES_BUY,"Robsons, Pinner",Initial entry,2023-07-07,,2023-10-19,"Pinner, Middlesex"
460,137049155,2,"Grimsdyke Road, Hatch End, Pinner, HA5 4PJ",1095000,4,Detached,https://www.rightmove.co.uk/properties/137049155#/?channel=RES_BUY,"Robsons, Pinner",SOLD STC,2023-10-19,,2023-10-19,"Pinner, Middlesex"
4056,137061803,1,"The Causeway, Carshalton",550000,3,Semi-Detached,https://www.rightmove.co.uk/properties/137061803#/?channel=RES_BUY,"Cromwells Estate Agents, Wallington",Initial entry,2023-07-07,,2023-10-21,"Sutton, Surrey"
4057,137061803,2,"The Causeway, Carshalton",550000,3,Semi-Detached,https://www.rightmove.co.uk/properties/137061803#/?channel=RES_BUY,"Cromwells Estate Agents, Wallington",UNDER OFFER,2023-10-21,,2023-10-21,"Sutton, Surrey"
4037,137062562,1,"Connaught Road, Sutton, SM1",585000,3,Terraced,https://www.rightmove.co.uk/properties/137062562#/?channel=RES_BUY,"Winkworth, Cheam",Initial entry,2023-07-07,,2023-10-21,"Sutton, Surrey"
4038,137062562,2,"Connaught Road, Sutton, SM1",565000,3,Terraced,https://www.rightmove.co.uk/properties/137062562#/?channel=RES_BUY,"Winkworth, Cheam",Reduced,2023-07-21,,2023-10-21,"Sutton, Surrey"
4039,137062562,3,"Connaught Road, Sutton, SM1",550000,3,Terraced,https://www.rightmove.co.uk/properties/137062562#/?channel=RES_BUY,"Winkworth, Cheam",Reduced,2023-10-03,,2023-10-21,"Sutton, Surrey"
3135,137063699,1,"Mavis Avenue, Stoneleigh",720000,4,Detached,https://www.rightmove.co.uk/properties/137063699#/?channel=RES_BUY,"The Personal Agent, Stoneleigh",Initial entry,2023-07-07,,2023-10-21,"Sutton, Surrey"
3136,137063699,2,"Mavis Avenue, Stoneleigh",700000,4,Detached,https://www.rightmove.co.uk/properties/137063699#/?channel=RES_BUY,"The Personal Agent, Stoneleigh",Reduced,2023-08-16,,2023-10-21,"Sutton, Surrey"
3331,137067326,1,"Carlton Crescent, Cheam, Sutton, SM3",700000,4,Semi-Detached,https://www.rightmove.co.uk/properties/137067326#/?channel=RES_BUY,"Burn & Warne, Sutton",Initial entry,2023-07-07,,2023-10-21,"Sutton, Surrey"
3332,137067326,2,"Carlton Crescent, Cheam, Sutton, SM3",675000,4,Semi-Detached,https://www.rightmove.co.uk/properties/137067326#/?channel=RES_BUY,"Burn & Warne, Sutton",Reduced,2023-08-25,,2023-10-21,"Sutton, Surrey"
3333,137067326,3,"Carlton Crescent, Cheam, Sutton, SM3",675000,4,Semi-Detached,https://www.rightmove.co.uk/properties/137067326#/?channel=RES_BUY,"Burn & Warne, Sutton",UNDER OFFER,2023-10-21,,2023-10-21,"Sutton, Surrey"
307,137071682,1,"Starling Close, Pinner",1500000,5,Detached,https://www.rightmove.co.uk/properties/137071682#/?channel=RES_BUY,"Andrew Pearce, Pinner",Initial entry,2023-07-07,,2023-10-19,"Pinner, Middlesex"
2653,137072408,1,"Lewiston Close, Worcester Park, KT4",875000,4,Semi-Detached,https://www.rightmove.co.uk/properties/137072408#/?channel=RES_BUY,"Purplebricks, covering Kingston upon Thames",Initial entry,2023-07-07,,2023-10-21,"Sutton, Surrey"
1224,137075837,1,"Brookdene Avenue, Oxhey, Watford",795000,3,Detached,https://www.rightmove.co.uk/properties/137075837#/?channel=RES_BUY,"Friends Estate Agents, Oxhey Village",Initial entry,2023-07-12,,2023-10-21,"Pinner, Middlesex"
1225,137075837,2,"Brookdene Avenue, Oxhey, Watford",795000,3,Detached,https://www.rightmove.co.uk/properties/137075837#/?channel=RES_BUY,"Friends Estate Agents, Oxhey Village",SOLD STC,2023-10-21,,2023-10-21,"Pinner, Middlesex"
3375,137082551,1,"Kingswood Drive, Sutton",640000,5,Town House,https://www.rightmove.co.uk/properties/137082551#/?channel=RES_BUY,"Butlers, Sutton",Initial entry,2023-07-08,,2023-10-21,"Sutton, Surrey"
3376,137082551,2,"Kingswood Drive, Sutton",650000,5,Town House,https://www.rightmove.co.uk/properties/137082551#/?channel=RES_BUY,"Butlers, Sutton",Reduced,2023-07-31,,2023-10-21,"Sutton, Surrey"
1465,137129000,1,"River Close, Ruislip",700000,4,Semi-Detached,https://www.rightmove.co.uk/properties/137129000#/?channel=RES_BUY,"Coopers, Ruislip",Initial entry,2023-07-10,,2023-10-21,"Pinner, Middlesex"
1466,137129000,2,"River Close, Ruislip",700000,4,Semi-Detached,https://www.rightmove.co.uk/properties/137129000#/?channel=RES_BUY,"Coopers, Ruislip",SOLD STC,2023-10-21,,2023-10-21,"Pinner, Middlesex"
3918,137134862,1,"Badgers Copse, Worcester Park",575000,3,End of Terrace,https://www.rightmove.co.uk/properties/137134862#/?channel=RES_BUY,"Hunters, Worcester Park",Initial entry,2023-07-10,,2023-10-21,"Sutton, Surrey"
3919,137134862,2,"Badgers Copse, Worcester Park",575000,3,End of Terrace,https://www.rightmove.co.uk/properties/137134862#/?channel=RES_BUY,"Hunters, Worcester Park",SOLD STC,2023-10-21,,2023-10-21,"Sutton, Surrey"
3180,137143442,1,"Knolls Close, Worcester Park, KT4",700000,4,Semi-Detached,https://www.rightmove.co.uk/properties/137143442#/?channel=RES_BUY,"Gascoigne-Pees, Worcester Park",Initial entry,2023-07-10,,2023-10-21,"Sutton, Surrey"
3181,137143442,2,"Knolls Close, Worcester Park, KT4",700000,4,Semi-Detached,https://www.rightmove.co.uk/properties/137143442#/?channel=RES_BUY,"Gascoigne-Pees, Worcester Park",SOLD STC,2023-10-21,,2023-10-21,"Sutton, Surrey"
1732,137150420,1,"Pinner Road, Northwood",650000,3,Semi-Detached,https://www.rightmove.co.uk/properties/137150420#/?channel=RES_BUY,"Coopers, Pinner",Initial entry,2023-07-10,,2023-10-21,"Pinner, Middlesex"
3669,137156126,1,"Broomloan Lane, Sutton",610000,3,Semi-Detached,https://www.rightmove.co.uk/properties/137156126#/?channel=RES_BUY,"esale Ltd, Harrogate",Initial entry,2023-07-10,,2023-10-21,"Sutton, Surrey"
3670,137156126,2,"Broomloan Lane, Sutton",610000,3,Semi-Detached,https://www.rightmove.co.uk/properties/137156126#/?channel=RES_BUY,"esale Ltd, Harrogate",SOLD STC,2023-10-21,,2023-10-21,"Sutton, Surrey"
657,137161814,1,"George V Avenue, Pinner",950000,5,Semi-Detached,https://www.rightmove.co.uk/properties/137161814#/?channel=RES_BUY,"Andrew Pearce, Pinner",Initial entry,2023-07-10,,2023-10-19,"Pinner, Middlesex"
658,137161814,2,"George V Avenue, Pinner",900000,5,Semi-Detached,https://www.rightmove.co.uk/properties/137161814#/?channel=RES_BUY,"Andrew Pearce, Pinner",Reduced,2023-07-25,,2023-10-19,"Pinner, Middlesex"
659,137161814,3,"George V Avenue, Pinner",850000,5,Semi-Detached,https://www.rightmove.co.uk/properties/137161814#/?channel=RES_BUY,"Andrew Pearce, Pinner",Reduced,2023-10-09,,2023-10-19,"Pinner, Middlesex"
731,137161814,5,"George V Avenue, Pinner",850000,5,Semi-Detached,https://www.rightmove.co.uk/properties/137161814#/?channel=RES_BUY,Andrew-Pearce,Removed,2023-10-20,,2023-10-20,"Pinner, Middlesex"
796,137164250,1,"Shelley Close, Northwood, Hertfordshire",1500000,4,Detached,https://www.rightmove.co.uk/properties/137164250#/?channel=RES_BUY,"Gibbs Gillespie, Northwood Sales",Initial entry,2023-07-10,,2023-10-21,"Pinner, Middlesex"
797,137164250,2,"Shelley Close, Northwood, Hertfordshire",1395000,4,Detached,https://www.rightmove.co.uk/properties/137164250#/?channel=RES_BUY,"Gibbs Gillespie, Northwood Sales",Reduced,2023-08-03,,2023-10-21,"Pinner, Middlesex"
3125,137167775,1,"Park Lane, Wallington, SM6",700000,4,Detached,https://www.rightmove.co.uk/properties/137167775#/?channel=RES_BUY,"Rosindale Pavitt, Wallington",Initial entry,2023-07-10,,2023-10-21,"Sutton, Surrey"
2608,137169734,1,"Osier Way, Banstead",900000,4,Detached,https://www.rightmove.co.uk/properties/137169734#/?channel=RES_BUY,"The Personal Agent, Banstead",Initial entry,2023-07-10,,2023-10-21,"Sutton, Surrey"
2609,137169734,2,"Osier Way, Banstead",900000,4,Detached,https://www.rightmove.co.uk/properties/137169734#/?channel=RES_BUY,"The Personal Agent, Banstead",SOLD STC,2023-10-21,,2023-10-21,"Sutton, Surrey"
336,137170412,1,"Hamlin Crescent, Pinner, HA5",1550000,5,Detached,https://www.rightmove.co.uk/properties/137170412#/?channel=RES_BUY,"Robsons, Pinner",Initial entry,2023-07-10,,2023-10-19,"Pinner, Middlesex"
337,137170412,2,"Hamlin Crescent, Pinner, HA5",1450000,5,Detached,https://www.rightmove.co.uk/properties/137170412#/?channel=RES_BUY,"Robsons, Pinner",Reduced,2023-07-28,,2023-10-19,"Pinner, Middlesex"
338,137170412,3,"Hamlin Crescent, Pinner, HA5",1450000,5,Detached,https://www.rightmove.co.uk/properties/137170412#/?channel=RES_BUY,"Robsons, Pinner",UNDER OFFER,2023-10-19,,2023-10-19,"Pinner, Middlesex"
296,137170802,1,"Daymer Gardens, Pinner",1650000,6,Detached,https://www.rightmove.co.uk/properties/137170802#/?channel=RES_BUY,"Coopers, Pinner",Initial entry,2023-07-10,,2023-10-19,"Pinner, Middlesex"
297,137170802,2,"Daymer Gardens, Pinner",1650000,6,Detached,https://www.rightmove.co.uk/properties/137170802#/?channel=RES_BUY,"Coopers, Pinner",SOLD STC,2023-10-19,,2023-10-19,"Pinner, Middlesex"
1250,137180744,1,"Torcross Road, Ruislip, Middlesex",800000,5,End of Terrace,https://www.rightmove.co.uk/properties/137180744#/?channel=RES_BUY,"Gibbs Gillespie, Ruislip Manor",Initial entry,2023-07-11,,2023-10-21,"Pinner, Middlesex"
1251,137180744,2,"Torcross Road, Ruislip, Middlesex",775000,5,End of Terrace,https://www.rightmove.co.uk/properties/137180744#/?channel=RES_BUY,"Gibbs Gillespie, Ruislip Manor",Reduced,2023-08-01,,2023-10-21,"Pinner, Middlesex"
1252,137180744,3,"Torcross Road, Ruislip, Middlesex",775000,5,End of Terrace,https://www.rightmove.co.uk/properties/137180744#/?channel=RES_BUY,"Gibbs Gillespie, Ruislip Manor",SOLD STC,2023-10-21,,2023-10-21,"Pinner, Middlesex"
1474,137180921,1,"Tithe Farm Close, Harrow",700000,4,Semi-Detached,https://www.rightmove.co.uk/properties/137180921#/?channel=RES_BUY,"Gibbs Gillespie, Harrow Sales",Initial entry,2023-07-11,,2023-10-21,"Pinner, Middlesex"
1475,137180921,2,"Tithe Farm Close, Harrow",700000,4,Semi-Detached,https://www.rightmove.co.uk/properties/137180921#/?channel=RES_BUY,"Gibbs Gillespie, Harrow Sales",SOLD STC,2023-10-21,,2023-10-21,"Pinner, Middlesex"
481,137181470,1,"The Avenue, Hatch End, Pinner, HA5 4EN",1075000,4,Detached,https://www.rightmove.co.uk/properties/137181470#/?channel=RES_BUY,"David Charles, Pinner",Initial entry,2023-07-11,,2023-10-19,"Pinner, Middlesex"
482,137181470,2,"The Avenue, Hatch End, Pinner, HA5 4EN",1025000,4,Detached,https://www.rightmove.co.uk/properties/137181470#/?channel=RES_BUY,"David Charles, Pinner",Reduced,2023-08-29,,2023-10-19,"Pinner, Middlesex"
1999,137182940,1,"Whitby Road, Ruislip, HA4",625000,3,Semi-Detached,https://www.rightmove.co.uk/properties/137182940#/?channel=RES_BUY,"Lawrence Rand, Ruislip",Initial entry,2023-07-11,,2023-10-21,"Pinner, Middlesex"
2000,137182940,2,"Whitby Road, Ruislip, HA4",599950,3,Semi-Detached,https://www.rightmove.co.uk/properties/137182940#/?channel=RES_BUY,"Lawrence Rand, Ruislip",Reduced,2023-09-11,,2023-10-21,"Pinner, Middlesex"
2001,137182940,3,"Whitby Road, Ruislip, HA4",599950,3,Semi-Detached,https://www.rightmove.co.uk/properties/137182940#/?channel=RES_BUY,"Lawrence Rand, Ruislip",SOLD STC,2023-10-21,,2023-10-21,"Pinner, Middlesex"
1024,137191241,1,"Wellington Close, Watford, WD19",925000,4,Detached,https://www.rightmove.co.uk/properties/137191241#/?channel=RES_BUY,"Robsons, Pinner",Initial entry,2023-07-11,,2023-10-21,"Pinner, Middlesex"
1025,137191241,2,"Wellington Close, Watford, WD19",899950,4,Detached,https://www.rightmove.co.uk/properties/137191241#/?channel=RES_BUY,"Robsons, Pinner",Reduced,2023-08-07,,2023-10-21,"Pinner, Middlesex"
4417,137191241,3,"Wellington Close, Watford, WD19",865000,4,Detached,https://www.rightmove.co.uk/properties/137191241#/?channel=RES_BUY,"Robsons, Pinner",Reduced,2023-10-26,,2023-10-30,"Pinner, Middlesex"
4418,137191241,4,"Wellington Close, Watford, WD19",899950,4,Detached,https://www.rightmove.co.uk/properties/137191241#/?channel=RES_BUY,"Robsons, Pinner",Reduced,2023-10-26,,2023-10-30,"Pinner, Middlesex"
860,137194448,1,"St. Marys Avenue, Northwood, Middlesex",1200000,4,Detached,https://www.rightmove.co.uk/properties/137194448#/?channel=RES_BUY,"Gibbs Gillespie, Northwood Sales",Initial entry,2023-07-11,,2023-10-21,"Pinner, Middlesex"
861,137194448,2,"St. Marys Avenue, Northwood, Middlesex",1200000,4,Detached,https://www.rightmove.co.uk/properties/137194448#/?channel=RES_BUY,"Gibbs Gillespie, Northwood Sales",SOLD STC,2023-10-21,,2023-10-21,"Pinner, Middlesex"
4294,137195798,1,"Dudley Drive, Morden",550000,3,Terraced,https://www.rightmove.co.uk/properties/137195798#/?channel=RES_BUY,"Watson Homes, Carshalton",Initial entry,2023-07-11,,2023-10-21,"Sutton, Surrey"
4295,137195798,2,"Dudley Drive, Morden",525000,3,Terraced,https://www.rightmove.co.uk/properties/137195798#/?channel=RES_BUY,"Watson Homes, Carshalton",Reduced,2023-08-08,,2023-10-21,"Sutton, Surrey"
3307,137200640,1,"Vale Road, Worcester Park, Surrey, KT4",675000,3,Semi-Detached,https://www.rightmove.co.uk/properties/137200640#/?channel=RES_BUY,"Winkworth, Worcester Park - Sales",Initial entry,2023-07-11,,2023-10-21,"Sutton, Surrey"
3308,137200640,2,"Vale Road, Worcester Park, Surrey, KT4",675000,3,Semi-Detached,https://www.rightmove.co.uk/properties/137200640#/?channel=RES_BUY,"Winkworth, Worcester Park - Sales",SOLD STC,2023-10-21,,2023-10-21,"Sutton, Surrey"
2572,137200904,1,"Warren Road, Banstead",925000,4,Detached,https://www.rightmove.co.uk/properties/137200904#/?channel=RES_BUY,"Christies, Banstead",Initial entry,2023-07-11,,2023-10-21,"Sutton, Surrey"
2573,137200904,2,"Warren Road, Banstead",925000,4,Detached,https://www.rightmove.co.uk/properties/137200904#/?channel=RES_BUY,"Christies, Banstead",SOLD STC,2023-10-21,,2023-10-21,"Sutton, Surrey"
1879,137202011,1,"Stafford Road, Ruislip, HA4",650000,3,Semi-Detached,https://www.rightmove.co.uk/properties/137202011#/?channel=RES_BUY,"Lawrence Rand, Ruislip",Initial entry,2023-07-11,,2023-10-21,"Pinner, Middlesex"
1880,137202011,2,"Stafford Road, Ruislip, HA4",625000,3,Semi-Detached,https://www.rightmove.co.uk/properties/137202011#/?channel=RES_BUY,"Lawrence Rand, Ruislip",Reduced,2023-07-17,,2023-10-21,"Pinner, Middlesex"
947,137202218,1,"Sharps Lane, Ruislip",975000,3,Detached,https://www.rightmove.co.uk/properties/137202218#/?channel=RES_BUY,"Coopers, Ruislip",Initial entry,2023-07-11,,2023-10-21,"Pinner, Middlesex"
948,137202218,2,"Sharps Lane, Ruislip",975000,3,Detached,https://www.rightmove.co.uk/properties/137202218#/?channel=RES_BUY,"Coopers, Ruislip",SOLD STC,2023-10-21,,2023-10-21,"Pinner, Middlesex"
4108,137202662,1,"Ferndale Road, Banstead, SM7",600000,3,Semi-Detached,https://www.rightmove.co.uk/properties/137202662#/?channel=RES_BUY,"The Bridge Estate Agents, Kent",Initial entry,2023-07-11,,2023-10-21,"Sutton, Surrey"
4109,137202662,2,"Ferndale Road, Banstead, SM7",575000,3,Semi-Detached,https://www.rightmove.co.uk/properties/137202662#/?channel=RES_BUY,"The Bridge Estate Agents, Kent",Reduced,2023-07-22,,2023-10-21,"Sutton, Surrey"
4110,137202662,3,"Ferndale Road, Banstead, SM7",550000,3,Semi-Detached,https://www.rightmove.co.uk/properties/137202662#/?channel=RES_BUY,"The Bridge Estate Agents, Kent",Reduced,2023-07-31,,2023-10-21,"Sutton, Surrey"
263,137209601,1,"Capel Gardens, Pinner, Middlesex HA5",650000,4,Semi-Detached,https://www.rightmove.co.uk/properties/137209601#/?channel=RES_BUY,"Robsons, Pinner",Initial entry,2023-07-11,,2023-10-19,"Pinner, Middlesex"
264,137209601,2,"Capel Gardens, Pinner, Middlesex HA5",600000,4,Semi-Detached,https://www.rightmove.co.uk/properties/137209601#/?channel=RES_BUY,"Robsons, Pinner",Reduced,2023-08-01,,2023-10-19,"Pinner, Middlesex"
265,137209601,3,"Capel Gardens, Pinner, Middlesex HA5",600000,4,Semi-Detached,https://www.rightmove.co.uk/properties/137209601#/?channel=RES_BUY,"Robsons, Pinner",UNDER OFFER,2023-10-19,,2023-10-19,"Pinner, Middlesex"
4275,137224664,1,"Riverside Close, Wallington, Surrey",525000,3,Terraced,https://www.rightmove.co.uk/properties/137224664#/?channel=RES_BUY,"Cubitt & West, Wallington",Initial entry,2023-07-11,,2023-10-21,"Sutton, Surrey"
