Property_Unique_Number,Version_Number,Address,Price,Bed_Rooms,Property_Type,Property_Url,Agent_Name,Property_Status,Status_Date,Featured,Run_Date,Location
59709972,1,"Murray Road, Northwood",999,5,Detached,https://www.rightmove.co.uk/properties/59709972#/?channel=RES_BUY,"Robsons, Northwood - Sales",Initial entry,2019-01-24,,2023-10-21,"Pinner, Middlesex"
59709972,2,"Murray Road, Northwood",1649950,5,Detached,https://www.rightmove.co.uk/properties/59709972#/?channel=RES_BUY,"Robsons, Northwood - Sales",Reduced,2019-05-17,,2023-10-21,"Pinner, Middlesex"
59709972,3,"Murray Road, Northwood",1600000,5,Detached,https://www.rightmove.co.uk/properties/59709972#/?channel=RES_BUY,"Robsons, Northwood - Sales",Reduced,2020-07-17,,2023-10-21,"Pinner, Middlesex"
59709972,4,"Murray Road, Northwood",999,5,Detached,https://www.rightmove.co.uk/properties/59709972#/?channel=RES_BUY,"Robsons, Northwood - Sales",Reduced,2021-04-01,,2023-10-21,"Pinner, Middlesex"
59709972,5,"Murray Road, Northwood",1600000,5,Detached,https://www.rightmove.co.uk/properties/59709972#/?channel=RES_BUY,"Robsons, Northwood - Sales",Reduced,2022-06-23,,2023-10-21,"Pinner, Middlesex"
66274200,1,"Murray Road, Northwood, Middlesex, HA6",1650000,5,Detached,https://www.rightmove.co.uk/properties/66274200#/?channel=RES_BUY,"Savills, Northwood",Initial entry,2019-11-08,,2023-10-21,"Pinner, Middlesex"
66274200,2,"Murray Road, Northwood, Middlesex, HA6",1600000,5,Detached,https://www.rightmove.co.uk/properties/66274200#/?channel=RES_BUY,"Savills, Northwood",Reduced,2020-07-15,,2023-10-21,"Pinner, Middlesex"
84723959,1,"Mill Drive, Ruislip, HA4",675000,3,Town House,https://www.rightmove.co.uk/properties/84723959#/?channel=RES_BUY,"Coopers, Ruislip",Initial entry,2019-09-13,,2023-10-21,"Pinner, Middlesex"
84723959,2,"Mill Drive, Ruislip, HA4",665000,3,Town House,https://www.rightmove.co.uk/properties/84723959#/?channel=RES_BUY,"Coopers, Ruislip",Reduced,2020-06-01,,2023-10-21,"Pinner, Middlesex"
84723959,3,"Mill Drive, Ruislip, HA4",675000,3,Town House,https://www.rightmove.co.uk/properties/84723959#/?channel=RES_BUY,"Coopers, Ruislip",Reduced,2021-04-01,,2023-10-21,"Pinner, Middlesex"
84723959,4,"Mill Drive, Ruislip, HA4",660000,3,Town House,https://www.rightmove.co.uk/properties/84723959#/?channel=RES_BUY,"Coopers, Ruislip",Reduced,2021-05-08,,2023-10-21,"Pinner, Middlesex"
84723959,5,"Mill Drive, Ruislip, HA4",675000,3,Town House,https://www.rightmove.co.uk/properties/84723959#/?channel=RES_BUY,"Coopers, Ruislip",Reduced,2023-05-05,,2023-10-21,"Pinner, Middlesex"
84723959,6,"Mill Drive, Ruislip, HA4",675000,3,Town House,https://www.rightmove.co.uk/properties/84723959#/?channel=RES_BUY,"Coopers, Ruislip",SOLD STC,2023-10-21,,2023-10-21,"Pinner, Middlesex"
85492692,1,"Woodside Road, Sutton, Surrey",850000,4,Semi-Detached,https://www.rightmove.co.uk/properties/85492692#/?channel=RES_BUY,"Cubitt & West, Sutton",Initial entry,2022-06-08,,2023-10-21,"Sutton, Surrey"
85492692,2,"Woodside Road, Sutton, Surrey",800000,4,Semi-Detached,https://www.rightmove.co.uk/properties/85492692#/?channel=RES_BUY,"Cubitt & West, Sutton",Reduced,2023-08-15,,2023-10-21,"Sutton, Surrey"
85492692,3,"Woodside Road, Sutton, Surrey",800000,4,Semi-Detached,https://www.rightmove.co.uk/properties/85492692#/?channel=RES_BUY,"Cubitt & West, Sutton",SOLD STC,2023-10-21,,2023-10-21,"Sutton, Surrey"
85510458,1,"Malden Road, Cheam, Sutton",550000,3,Semi-Detached,https://www.rightmove.co.uk/properties/85510458#/?channel=RES_BUY,"Williams Harlow, Cheam Village",Initial entry,2022-06-08,,2023-10-21,"Sutton, Surrey"
85510458,2,"Malden Road, Cheam, Sutton",565000,3,Semi-Detached,https://www.rightmove.co.uk/properties/85510458#/?channel=RES_BUY,"Williams Harlow, Cheam Village",Reduced,2023-07-05,,2023-10-21,"Sutton, Surrey"
85510458,3,"Malden Road, Cheam, Sutton",550000,3,Semi-Detached,https://www.rightmove.co.uk/properties/85510458#/?channel=RES_BUY,"Williams Harlow, Cheam Village",Reduced,2023-07-11,,2023-10-21,"Sutton, Surrey"
85552020,1,"Woodcote Avenue, Wallington, SM6",950000,4,Detached,https://www.rightmove.co.uk/properties/85552020#/?channel=RES_BUY,"Rosindale Pavitt, Wallington",Initial entry,2022-06-09,,2023-10-21,"Sutton, Surrey"
85552020,2,"Woodcote Avenue, Wallington, SM6",890000,4,Detached,https://www.rightmove.co.uk/properties/85552020#/?channel=RES_BUY,"Rosindale Pavitt, Wallington",Reduced,2023-01-18,,2023-10-21,"Sutton, Surrey"
85552020,3,"Woodcote Avenue, Wallington, SM6",890000,4,Detached,https://www.rightmove.co.uk/properties/85552020#/?channel=RES_BUY,"Rosindale Pavitt, Wallington",SOLD STC,2023-10-21,,2023-10-21,"Sutton, Surrey"
85735623,1,"Laburnum Grove, Ruislip",875000,4,Detached,https://www.rightmove.co.uk/properties/85735623#/?channel=RES_BUY,"Coopers, Ruislip",Initial entry,2022-07-11,,2023-10-21,"Pinner, Middlesex"
85735623,2,"Laburnum Grove, Ruislip",850000,4,Detached,https://www.rightmove.co.uk/properties/85735623#/?channel=RES_BUY,"Coopers, Ruislip",Reduced,2022-10-03,,2023-10-21,"Pinner, Middlesex"
85735623,3,"Laburnum Grove, Ruislip",875000,4,Detached,https://www.rightmove.co.uk/properties/85735623#/?channel=RES_BUY,"Coopers, Ruislip",Reduced,2022-10-11,,2023-10-21,"Pinner, Middlesex"
85735623,4,"Laburnum Grove, Ruislip",850000,4,Detached,https://www.rightmove.co.uk/properties/85735623#/?channel=RES_BUY,"Coopers, Ruislip",Reduced,2022-10-12,,2023-10-21,"Pinner, Middlesex"
85735623,5,"Laburnum Grove, Ruislip",800000,4,Detached,https://www.rightmove.co.uk/properties/85735623#/?channel=RES_BUY,"Coopers, Ruislip",Reduced,2023-01-16,,2023-10-21,"Pinner, Middlesex"
85735623,6,"Laburnum Grove, Ruislip",750000,4,Detached,https://www.rightmove.co.uk/properties/85735623#/?channel=RES_BUY,"Coopers, Ruislip",Reduced,2023-06-15,,2023-10-21,"Pinner, Middlesex"
85871187,1,"Glebe Road, Cheam",1300000,5,Detached,https://www.rightmove.co.uk/properties/85871187#/?channel=RES_BUY,"Cromwells Estate Agents, Cheam - Sales",Initial entry,2022-09-01,,2023-10-21,"Sutton, Surrey"
85871187,2,"Glebe Road, Cheam",1300000,5,Detached,https://www.rightmove.co.uk/properties/85871187#/?channel=RES_BUY,"Cromwells Estate Agents, Cheam - Sales",UNDER OFFER,2023-10-21,,2023-10-21,"Sutton, Surrey"
85926537,1,"Eastleigh Close, Sutton, Surrey",585000,4,Terraced,https://www.rightmove.co.uk/properties/85926537#/?channel=RES_BUY,"Cubitt & West, Sutton",Initial entry,2022-11-01,,2023-10-21,"Sutton, Surrey"
85926537,2,"Eastleigh Close, Sutton, Surrey",575000,4,Terraced,https://www.rightmove.co.uk/properties/85926537#/?channel=RES_BUY,"Cubitt & West, Sutton",Reduced,2022-12-27,,2023-10-21,"Sutton, Surrey"
85926537,3,"Eastleigh Close, Sutton, Surrey",550000,4,Terraced,https://www.rightmove.co.uk/properties/85926537#/?channel=RES_BUY,"Cubitt & West, Sutton",Reduced,2023-04-14,,2023-10-21,"Sutton, Surrey"
85926537,4,"Eastleigh Close, Sutton, Surrey",550000,4,Terraced,https://www.rightmove.co.uk/properties/85926537#/?channel=RES_BUY,"Cubitt & West, Sutton",SOLD STC,2023-10-21,,2023-10-21,"Sutton, Surrey"
85974420,1,"Warren Farm Close, Epsom, KT17",880000,4,Detached,https://www.rightmove.co.uk/properties/85974420#/?channel=RES_BUY,"Purplebricks, covering Kingston upon Thames",Initial entry,2023-02-08,,2023-10-21,"Sutton, Surrey"
85974420,2,"Warren Farm Close, Epsom, KT17",860000,4,Detached,https://www.rightmove.co.uk/properties/85974420#/?channel=RES_BUY,"Purplebricks, covering Kingston upon Thames",Reduced,2023-05-15,,2023-10-21,"Sutton, Surrey"
85974420,3,"Warren Farm Close, Epsom, KT17",840000,4,Detached,https://www.rightmove.co.uk/properties/85974420#/?channel=RES_BUY,"Purplebricks, covering Kingston upon Thames",Reduced,2023-09-25,,2023-10-21,"Sutton, Surrey"
86011170,1,"Alberta Avenue, Cheam, Sutton, SM1",525000,3,Terraced,https://www.rightmove.co.uk/properties/86011170#/?channel=RES_BUY,"Goodfellows, Cheam Village",Initial entry,2023-02-16,,2023-10-21,"Sutton, Surrey"
86011170,2,"Alberta Avenue, Cheam, Sutton, SM1",525000,3,Terraced,https://www.rightmove.co.uk/properties/86011170#/?channel=RES_BUY,"Goodfellows, Cheam Village",SOLD STC,2023-10-21,,2023-10-21,"Sutton, Surrey"
86014770,1,"South Rise, Carshalton, SM5",900000,5,Semi-Detached,https://www.rightmove.co.uk/properties/86014770#/?channel=RES_BUY,"Goodfellows, Carshalton Beeches",Initial entry,2023-02-17,,2023-10-21,"Sutton, Surrey"
86014770,2,"South Rise, Carshalton, SM5",900000,5,Semi-Detached,https://www.rightmove.co.uk/properties/86014770#/?channel=RES_BUY,"Goodfellows, Carshalton Beeches",SOLD STC,2023-10-21,,2023-10-21,"Sutton, Surrey"
86032173,1,"Partridge Mead, Banstead",650000,4,Semi-Detached,https://www.rightmove.co.uk/properties/86032173#/?channel=RES_BUY,"The Personal Agent, Banstead",Initial entry,2023-02-16,,2023-10-21,"Sutton, Surrey"
86032173,2,"Partridge Mead, Banstead",650000,4,Semi-Detached,https://www.rightmove.co.uk/properties/86032173#/?channel=RES_BUY,"The Personal Agent, Banstead",SOLD STC,2023-10-21,,2023-10-21,"Sutton, Surrey"
86032743,1,"Shirley Avenue, South Cheam, Sutton, SM2",2000000,8,Detached,https://www.rightmove.co.uk/properties/86032743#/?channel=RES_BUY,"Fine & Country, Cheam",Initial entry,2023-02-16,,2023-10-21,"Sutton, Surrey"
86033292,1,"The Drive, Morden, Surrey, SM4",650000,3,Semi-Detached,https://www.rightmove.co.uk/properties/86033292#/?channel=RES_BUY,"Goodfellows, Morden",Initial entry,2023-02-16,,2023-10-21,"Sutton, Surrey"
86033292,2,"The Drive, Morden, Surrey, SM4",650000,3,Semi-Detached,https://www.rightmove.co.uk/properties/86033292#/?channel=RES_BUY,"Goodfellows, Morden",SOLD STC,2023-10-21,,2023-10-21,"Sutton, Surrey"
86053500,1,"High Street, Ewell, Epsom",900000,4,Link Detached House,https://www.rightmove.co.uk/properties/86053500#/?channel=RES_BUY,"Silverman Black, Carshalton",Initial entry,2023-02-17,,2023-10-21,"Sutton, Surrey"
86053500,2,"High Street, Ewell, Epsom",900000,4,Link Detached House,https://www.rightmove.co.uk/properties/86053500#/?channel=RES_BUY,"Silverman Black, Carshalton",SOLD STC,2023-10-21,,2023-10-21,"Sutton, Surrey"
86057217,1,"Beechwood Avenue, Ruislip, HA4",600000,3,Semi-Detached,https://www.rightmove.co.uk/properties/86057217#/?channel=RES_BUY,"Coopers, Ruislip",Initial entry,2023-02-23,,2023-10-21,"Pinner, Middlesex"
86057217,2,"Beechwood Avenue, Ruislip, HA4",600000,3,Semi-Detached,https://www.rightmove.co.uk/properties/86057217#/?channel=RES_BUY,"Coopers, Ruislip",SOLD STC,2023-10-21,,2023-10-21,"Pinner, Middlesex"
86060232,1,Northwood,1850000,4,Detached,https://www.rightmove.co.uk/properties/86060232#/?channel=RES_BUY,"Robsons, Moor Park",Initial entry,2023-02-23,,2023-10-21,"Pinner, Middlesex"
86060232,2,Northwood,1850000,4,Detached,https://www.rightmove.co.uk/properties/86060232#/?channel=RES_BUY,"Robsons, Moor Park",UNDER OFFER,2023-10-21,,2023-10-21,"Pinner, Middlesex"
86060673,1,"Cornwall Road, Ruislip",630000,3,Terraced,https://www.rightmove.co.uk/properties/86060673#/?channel=RES_BUY,"Gibson Honey, Ruislip Manor",Initial entry,2023-02-23,,2023-10-21,"Pinner, Middlesex"
86060673,2,"Cornwall Road, Ruislip",615000,3,Terraced,https://www.rightmove.co.uk/properties/86060673#/?channel=RES_BUY,"Gibson Honey, Ruislip Manor",Reduced,2023-05-31,,2023-10-21,"Pinner, Middlesex"
86060673,3,"Cornwall Road, Ruislip",615000,3,Terraced,https://www.rightmove.co.uk/properties/86060673#/?channel=RES_BUY,"Gibson Honey, Ruislip Manor",SOLD STC,2023-10-21,,2023-10-21,"Pinner, Middlesex"
86073162,1,"Marsh Road, Pinner, Middlesex",725000,3,Semi-Detached,https://www.rightmove.co.uk/properties/86073162#/?channel=RES_BUY,"Gibbs Gillespie, Pinner Sales",Initial entry,2023-02-28,,2023-10-19,"Pinner, Middlesex"
86084301,1,"Mulgrave Road, Sutton",550000,3,End of Terrace,https://www.rightmove.co.uk/properties/86084301#/?channel=RES_BUY,"Butlers, Sutton",Initial entry,2023-03-13,,2023-10-21,"Sutton, Surrey"
86084301,2,"Mulgrave Road, Sutton",525000,3,End of Terrace,https://www.rightmove.co.uk/properties/86084301#/?channel=RES_BUY,"Butlers, Sutton",Reduced,2023-08-10,,2023-10-21,"Sutton, Surrey"
86084301,3,"Mulgrave Road, Sutton",525000,3,End of Terrace,https://www.rightmove.co.uk/properties/86084301#/?channel=RES_BUY,"Butlers, Sutton",SOLD STC,2023-10-21,,2023-10-21,"Sutton, Surrey"
86086782,1,"Weald Lane, Harrow Weald",625000,4,Semi-Detached,https://www.rightmove.co.uk/properties/86086782#/?channel=RES_BUY,"Hinton & Downes, Harrow Weald",Initial entry,2023-03-13,,2023-10-21,"Pinner, Middlesex"
86086782,2,"Weald Lane, Harrow Weald",625000,4,Semi-Detached,https://www.rightmove.co.uk/properties/86086782#/?channel=RES_BUY,"Hinton & Downes, Harrow Weald",SOLD STC,2023-10-21,,2023-10-21,"Pinner, Middlesex"
86095479,1,"Marsh Road, Pinner, Middlesex",800000,4,Detached,https://www.rightmove.co.uk/properties/86095479#/?channel=RES_BUY,"Gibbs Gillespie, Pinner Sales",Initial entry,2023-03-28,,2023-10-19,"Pinner, Middlesex"
86095479,2,"Marsh Road, Pinner, Middlesex",750000,4,Detached,https://www.rightmove.co.uk/properties/86095479#/?channel=RES_BUY,"Gibbs Gillespie, Pinner Sales",Reduced,2023-08-08,,2023-10-19,"Pinner, Middlesex"
86095479,3,"Marsh Road, Pinner, Middlesex",750000,4,Detached,https://www.rightmove.co.uk/properties/86095479#/?channel=RES_BUY,"Gibbs Gillespie, Pinner Sales",SOLD STC,2023-10-19,,2023-10-19,"Pinner, Middlesex"
86096748,1,"The Gallop, South Sutton",1200000,4,Detached,https://www.rightmove.co.uk/properties/86096748#/?channel=RES_BUY,"Christies, Sutton",Initial entry,2023-03-28,,2023-10-21,"Sutton, Surrey"
86096748,2,"The Gallop, South Sutton",1200000,4,Detached,https://www.rightmove.co.uk/properties/86096748#/?channel=RES_BUY,"Christies, Sutton",SOLD STC,2023-10-21,,2023-10-21,"Sutton, Surrey"
86099352,1,"Waverley Road, Stoneleigh",800000,3,Detached,https://www.rightmove.co.uk/properties/86099352#/?channel=RES_BUY,"The Personal Agent, Stoneleigh",Initial entry,2023-03-28,,2023-10-21,"Sutton, Surrey"
86099352,2,"Waverley Road, Stoneleigh",800000,3,Detached,https://www.rightmove.co.uk/properties/86099352#/?channel=RES_BUY,"The Personal Agent, Stoneleigh",SOLD STC,2023-10-21,,2023-10-21,"Sutton, Surrey"
86132769,1,"Lower Morden Lane, Morden",700000,3,Detached,https://www.rightmove.co.uk/properties/86132769#/?channel=RES_BUY,"Butlers, Sutton",Initial entry,2023-05-17,,2023-10-21,"Sutton, Surrey"
86132769,2,"Lower Morden Lane, Morden",680000,3,Detached,https://www.rightmove.co.uk/properties/86132769#/?channel=RES_BUY,"Butlers, Sutton",Reduced,2023-06-20,,2023-10-21,"Sutton, Surrey"
86132769,3,"Lower Morden Lane, Morden",675000,3,Detached,https://www.rightmove.co.uk/properties/86132769#/?channel=RES_BUY,"Butlers, Sutton",Reduced,2023-07-22,,2023-10-21,"Sutton, Surrey"
86132769,4,"Lower Morden Lane, Morden",620000,3,Detached,https://www.rightmove.co.uk/properties/86132769#/?channel=RES_BUY,"Butlers, Sutton",Reduced,2023-09-28,,2023-10-21,"Sutton, Surrey"
86138901,1,"Bayham Road, Morden",650000,3,End of Terrace,https://www.rightmove.co.uk/properties/86138901#/?channel=RES_BUY,"Turners, Morden",Initial entry,2023-05-17,,2023-10-21,"Sutton, Surrey"
86138901,2,"Bayham Road, Morden",650000,3,End of Terrace,https://www.rightmove.co.uk/properties/86138901#/?channel=RES_BUY,"Turners, Morden",SOLD STC,2023-10-21,,2023-10-21,"Sutton, Surrey"
86147268,1,"Westmount Close, Worcester Park, KT4",800000,5,Semi-Detached,https://www.rightmove.co.uk/properties/86147268#/?channel=RES_BUY,"Ivy Gate, London - Sales & Lettings",Initial entry,2023-06-13,,2023-10-21,"Sutton, Surrey"
86147268,2,"Westmount Close, Worcester Park, KT4",800000,5,Semi-Detached,https://www.rightmove.co.uk/properties/86147268#/?channel=RES_BUY,"Ivy Gate, London - Sales & Lettings",SOLD STC,2023-10-21,,2023-10-21,"Sutton, Surrey"
86153070,1,"Vicarage Way, Harrow, Middlesex",725000,3,Semi-Detached,https://www.rightmove.co.uk/properties/86153070#/?channel=RES_BUY,"Gibbs Gillespie, Harrow Sales",Initial entry,2023-06-13,,2023-10-21,"Pinner, Middlesex"
86153070,2,"Vicarage Way, Harrow, Middlesex",725000,3,Semi-Detached,https://www.rightmove.co.uk/properties/86153070#/?channel=RES_BUY,"Gibbs Gillespie, Harrow Sales",SOLD STC,2023-10-21,,2023-10-21,"Pinner, Middlesex"
86153697,1,"Carlingford Road, Morden, SM4",550000,3,Semi-Detached,https://www.rightmove.co.uk/properties/86153697#/?channel=RES_BUY,"Purplebricks, covering Sutton",Initial entry,2023-06-13,,2023-10-21,"Sutton, Surrey"
86153697,2,"Carlingford Road, Morden, SM4",520000,3,Semi-Detached,https://www.rightmove.co.uk/properties/86153697#/?channel=RES_BUY,"Purplebricks, covering Sutton",Reduced,2023-08-04,,2023-10-21,"Sutton, Surrey"
86153697,3,"Carlingford Road, Morden, SM4",520000,3,Semi-Detached,https://www.rightmove.co.uk/properties/86153697#/?channel=RES_BUY,"Purplebricks, covering Sutton",SOLD STC,2023-10-21,,2023-10-21,"Sutton, Surrey"
86163411,1,"Beech Walk, Epsom",975000,3,Detached,https://www.rightmove.co.uk/properties/86163411#/?channel=RES_BUY,"Barnard Marcus, Ewell",Initial entry,2023-06-13,,2023-10-21,"Sutton, Surrey"
86163411,2,"Beech Walk, Epsom",900000,3,Detached,https://www.rightmove.co.uk/properties/86163411#/?channel=RES_BUY,"Barnard Marcus, Ewell",Reduced,2023-09-13,,2023-10-21,"Sutton, Surrey"
86163411,3,"Beech Walk, Epsom",900000,3,Detached,https://www.rightmove.co.uk/properties/86163411#/?channel=RES_BUY,"Barnard Marcus, Ewell",SOLD STC,2023-10-21,,2023-10-21,"Sutton, Surrey"
86172819,1,"Fairview, Ruislip, HA4",599950,3,Semi-Detached,https://www.rightmove.co.uk/properties/86172819#/?channel=RES_BUY,"Robert Cooper & Co, Ruislip",Initial entry,2023-06-13,,2023-10-21,"Pinner, Middlesex"
86172819,2,"Fairview, Ruislip, HA4",599950,3,Semi-Detached,https://www.rightmove.co.uk/properties/86172819#/?channel=RES_BUY,"Robert Cooper & Co, Ruislip",SOLD STC,2023-10-21,,2023-10-21,"Pinner, Middlesex"
86176278,1,"Winkworth Road, Banstead",750000,4,Semi-Detached,https://www.rightmove.co.uk/properties/86176278#/?channel=RES_BUY,"The Personal Agent, Banstead",Initial entry,2023-06-13,,2023-10-21,"Sutton, Surrey"
86176278,2,"Winkworth Road, Banstead",725000,4,Semi-Detached,https://www.rightmove.co.uk/properties/86176278#/?channel=RES_BUY,"The Personal Agent, Banstead",Reduced,2023-06-27,,2023-10-21,"Sutton, Surrey"
86176278,3,"Winkworth Road, Banstead",700000,4,Semi-Detached,https://www.rightmove.co.uk/properties/86176278#/?channel=RES_BUY,"The Personal Agent, Banstead",Reduced,2023-09-22,,2023-10-21,"Sutton, Surrey"
86177715,1,"Hunters Hill, Ruislip, Middlesex",560000,3,Semi-Detached,https://www.rightmove.co.uk/properties/86177715#/?channel=RES_BUY,"Gibbs Gillespie, Ruislip Manor",Initial entry,2023-06-13,,2023-10-21,"Pinner, Middlesex"
86177715,2,"Hunters Hill, Ruislip, Middlesex",560000,3,Semi-Detached,https://www.rightmove.co.uk/properties/86177715#/?channel=RES_BUY,"Gibbs Gillespie, Ruislip Manor",SOLD STC,2023-10-21,,2023-10-21,"Pinner, Middlesex"
86183580,1,"Arundel Avenue, Morden",850000,3,Semi-Detached,https://www.rightmove.co.uk/properties/86183580#/?channel=RES_BUY,"Ellisons, Morden",Initial entry,2023-06-13,,2023-10-21,"Sutton, Surrey"
86183580,2,"Arundel Avenue, Morden",850000,3,Semi-Detached,https://www.rightmove.co.uk/properties/86183580#/?channel=RES_BUY,"Ellisons, Morden",SOLD STC,2023-10-21,,2023-10-21,"Sutton, Surrey"
86185545,1,"Monkleigh Road, Morden",550000,3,End of Terrace,https://www.rightmove.co.uk/properties/86185545#/?channel=RES_BUY,"eddisonwhite, Merton - Sales & Lettings",Initial entry,2023-06-13,,2023-10-21,"Sutton, Surrey"
86185545,2,"Monkleigh Road, Morden",535000,3,End of Terrace,https://www.rightmove.co.uk/properties/86185545#/?channel=RES_BUY,"eddisonwhite, Merton - Sales & Lettings",Reduced,2023-07-06,,2023-10-21,"Sutton, Surrey"
86185545,3,"Monkleigh Road, Morden",535000,3,End of Terrace,https://www.rightmove.co.uk/properties/86185545#/?channel=RES_BUY,"eddisonwhite, Merton - Sales & Lettings",SOLD STC,2023-10-21,,2023-10-21,"Sutton, Surrey"
86186475,1,"Wordsworth Drive, Cheam, Sutton, SM3",650000,4,Semi-Detached,https://www.rightmove.co.uk/properties/86186475#/?channel=RES_BUY,"Goodfellows, Cheam Village",Initial entry,2023-06-13,,2023-10-21,"Sutton, Surrey"
86186475,2,"Wordsworth Drive, Cheam, Sutton, SM3",650000,4,Semi-Detached,https://www.rightmove.co.uk/properties/86186475#/?channel=RES_BUY,"Goodfellows, Cheam Village",SOLD STC,2023-10-21,,2023-10-21,"Sutton, Surrey"
86188401,1,"Malden Road, Cheam, Sutton, SM3",675000,4,End of Terrace,https://www.rightmove.co.uk/properties/86188401#/?channel=RES_BUY,"Winkworth, Cheam",Initial entry,2023-06-13,,2023-10-21,"Sutton, Surrey"
86188401,2,"Malden Road, Cheam, Sutton, SM3",675000,4,End of Terrace,https://www.rightmove.co.uk/properties/86188401#/?channel=RES_BUY,"Winkworth, Cheam",SOLD STC,2023-10-21,,2023-10-21,"Sutton, Surrey"
86192352,1,"Sutton, SM2",950000,5,Semi-Detached,https://www.rightmove.co.uk/properties/86192352#/?channel=RES_BUY,"Martin & Co, Sutton",Initial entry,2023-06-13,,2023-10-21,"Sutton, Surrey"
86192352,2,"Sutton, SM2",950000,5,Semi-Detached,https://www.rightmove.co.uk/properties/86192352#/?channel=RES_BUY,"Martin & Co, Sutton",SOLD STC,2023-10-21,,2023-10-21,"Sutton, Surrey"
86193507,1,"Acacia Avenue, Ruislip",925000,4,Semi-Detached,https://www.rightmove.co.uk/properties/86193507#/?channel=RES_BUY,"Coopers, Ruislip",Initial entry,2023-06-13,,2023-10-21,"Pinner, Middlesex"
86193507,2,"Acacia Avenue, Ruislip",885000,4,Semi-Detached,https://www.rightmove.co.uk/properties/86193507#/?channel=RES_BUY,"Coopers, Ruislip",Reduced,2023-07-18,,2023-10-21,"Pinner, Middlesex"
86193507,3,"Acacia Avenue, Ruislip",885000,4,Semi-Detached,https://www.rightmove.co.uk/properties/86193507#/?channel=RES_BUY,"Coopers, Ruislip",SOLD STC,2023-10-21,,2023-10-21,"Pinner, Middlesex"
86193708,1,"Wayborne Grove, Ruislip",775000,4,Detached,https://www.rightmove.co.uk/properties/86193708#/?channel=RES_BUY,"Coopers, Ruislip",Initial entry,2023-06-13,,2023-10-21,"Pinner, Middlesex"
86193708,2,"Wayborne Grove, Ruislip",775000,4,Detached,https://www.rightmove.co.uk/properties/86193708#/?channel=RES_BUY,"Coopers, Ruislip",SOLD STC,2023-10-21,,2023-10-21,"Pinner, Middlesex"
86194239,1,"The Fairway, Northwood",1195000,3,Detached,https://www.rightmove.co.uk/properties/86194239#/?channel=RES_BUY,"Robsons, Moor Park",Initial entry,2023-06-13,,2023-10-21,"Pinner, Middlesex"
86194239,2,"The Fairway, Northwood",1195000,3,Detached,https://www.rightmove.co.uk/properties/86194239#/?channel=RES_BUY,"Robsons, Moor Park",UNDER OFFER,2023-10-21,,2023-10-21,"Pinner, Middlesex"
86196597,1,"Oakfield Gardens, Carshalton",525000,3,Semi-Detached,https://www.rightmove.co.uk/properties/86196597#/?channel=RES_BUY,"Turners, Morden",Initial entry,2023-06-13,,2023-10-21,"Sutton, Surrey"
86196597,2,"Oakfield Gardens, Carshalton",517000,3,Semi-Detached,https://www.rightmove.co.uk/properties/86196597#/?channel=RES_BUY,"Turners, Morden",Reduced,2023-07-25,,2023-10-21,"Sutton, Surrey"
86196597,3,"Oakfield Gardens, Carshalton",500000,3,Semi-Detached,https://www.rightmove.co.uk/properties/86196597#/?channel=RES_BUY,"Turners, Morden",Reduced,2023-07-31,,2023-10-21,"Sutton, Surrey"
86196597,4,"Oakfield Gardens, Carshalton",517000,3,Semi-Detached,https://www.rightmove.co.uk/properties/86196597#/?channel=RES_BUY,"Turners, Morden",Reduced,2023-07-31,,2023-10-21,"Sutton, Surrey"
86196597,5,"Oakfield Gardens, Carshalton",500000,3,Semi-Detached,https://www.rightmove.co.uk/properties/86196597#/?channel=RES_BUY,"Turners, Morden",Reduced,2023-09-04,,2023-10-21,"Sutton, Surrey"
86196597,6,"Oakfield Gardens, Carshalton",500000,3,Semi-Detached,https://www.rightmove.co.uk/properties/86196597#/?channel=RES_BUY,"Turners, Morden",SOLD STC,2023-10-21,,2023-10-21,"Sutton, Surrey"
86196810,1,"Stoneleigh Avenue, Worcester Park",625000,4,Terraced,https://www.rightmove.co.uk/properties/86196810#/?channel=RES_BUY,"The Personal Agent, Stoneleigh",Initial entry,2023-06-13,,2023-10-21,"Sutton, Surrey"
86196810,2,"Stoneleigh Avenue, Worcester Park",625000,4,Terraced,https://www.rightmove.co.uk/properties/86196810#/?channel=RES_BUY,"The Personal Agent, Stoneleigh",SOLD STC,2023-10-21,,2023-10-21,"Sutton, Surrey"
86207544,1,"Athelstone Road, Harrow",585000,4,End of Terrace,https://www.rightmove.co.uk/properties/86207544#/?channel=RES_BUY,"eXp UK, London",Initial entry,2023-06-20,,2023-10-21,"Pinner, Middlesex"
86207544,2,"Athelstone Road, Harrow",585000,4,End of Terrace,https://www.rightmove.co.uk/properties/86207544#/?channel=RES_BUY,"eXp UK, London",SOLD STC,2023-10-21,,2023-10-21,"Pinner, Middlesex"
86209707,1,"Manningtree Road, Ruislip, Middlesex",600000,3,Terraced,https://www.rightmove.co.uk/properties/86209707#/?channel=RES_BUY,"Gibbs Gillespie, Ruislip Manor",Initial entry,2023-06-20,,2023-10-21,"Pinner, Middlesex"
86209707,2,"Manningtree Road, Ruislip, Middlesex",600000,3,Terraced,https://www.rightmove.co.uk/properties/86209707#/?channel=RES_BUY,"Gibbs Gillespie, Ruislip Manor",SOLD STC,2023-10-21,,2023-10-21,"Pinner, Middlesex"
