Property_Unique_Number,Version_Number,Address,Price,Bed_Rooms,Property_Type,Property_Url,Agent_Name,Property_Status,Status_Date,Featured,Run_Date,Location
109600628,8,"Bury Street, Ruislip",775000,4,Detached,https://www.rightmove.co.uk/properties/109600628#/?channel=RES_BUY,"Coopers, Ruislip",SOLD STC,2023-10-24,,2023-10-24,"Pinner, Middlesex"
110842556,1,"Bradstock Road, Stoneleigh",800000,4,Semi-Detached,https://www.rightmove.co.uk/properties/110842556#/?channel=RES_BUY,"The Personal Agent, Stoneleigh",Initial entry,2021-07-23,,2023-10-21,"Sutton, Surrey"
110842556,2,"Bradstock Road, Stoneleigh",850000,4,Semi-Detached,https://www.rightmove.co.uk/properties/110842556#/?channel=RES_BUY,"The Personal Agent, Stoneleigh",Reduced,2022-06-06,,2023-10-21,"Sutton, Surrey"
110842556,3,"Bradstock Road, Stoneleigh",845000,4,Semi-Detached,https://www.rightmove.co.uk/properties/110842556#/?channel=RES_BUY,"The Personal Agent, Stoneleigh",Reduced,2022-10-27,,2023-10-21,"Sutton, Surrey"
110842556,4,"Bradstock Road, Stoneleigh",800000,4,Semi-Detached,https://www.rightmove.co.uk/properties/110842556#/?channel=RES_BUY,"The Personal Agent, Stoneleigh",Reduced,2022-10-28,,2023-10-21,"Sutton, Surrey"
110842556,5,"Bradstock Road, Stoneleigh",845000,4,Semi-Detached,https://www.rightmove.co.uk/properties/110842556#/?channel=RES_BUY,"The Personal Agent, Stoneleigh",Reduced,2022-10-31,,2023-10-21,"Sutton, Surrey"
110842556,6,"Bradstock Road, Stoneleigh",800000,4,Semi-Detached,https://www.rightmove.co.uk/properties/110842556#/?channel=RES_BUY,"The Personal Agent, Stoneleigh",Reduced,2022-10-31,,2023-10-21,"Sutton, Surrey"
110842556,7,"Bradstock Road, Stoneleigh",775000,4,Semi-Detached,https://www.rightmove.co.uk/properties/110842556#/?channel=RES_BUY,"The Personal Agent, Stoneleigh",Reduced,2023-03-24,,2023-10-21,"Sutton, Surrey"
110842556,8,"Bradstock Road, Stoneleigh",850000,4,Semi-Detached,https://www.rightmove.co.uk/properties/110842556#/?channel=RES_BUY,"The Personal Agent, Stoneleigh",Reduced,2023-04-05,,2023-10-21,"Sutton, Surrey"
110842556,9,"Bradstock Road, Stoneleigh",800000,4,Semi-Detached,https://www.rightmove.co.uk/properties/110842556#/?channel=RES_BUY,"The Personal Agent, Stoneleigh",Reduced,2023-06-16,,2023-10-21,"Sutton, Surrey"
110842556,10,"Bradstock Road, Stoneleigh",800000,4,Semi-Detached,https://www.rightmove.co.uk/properties/110842556#/?channel=RES_BUY,"The Personal Agent, Stoneleigh",SOLD STC,2023-10-21,,2023-10-21,"Sutton, Surrey"
112466303,1,"Clarkes Avenue, Worcester Park, KT4",544950,3,Detached,https://www.rightmove.co.uk/properties/112466303#/?channel=RES_BUY,"Purplebricks, covering Kingston upon Thames",Initial entry,2021-08-26,,2023-10-21,"Sutton, Surrey"
112466303,2,"Clarkes Avenue, Worcester Park, KT4",635000,3,Detached,https://www.rightmove.co.uk/properties/112466303#/?channel=RES_BUY,"Purplebricks, covering Kingston upon Thames",Reduced,2021-08-26,,2023-10-21,"Sutton, Surrey"
112466303,3,"Clarkes Avenue, Worcester Park, KT4",670000,3,Detached,https://www.rightmove.co.uk/properties/112466303#/?channel=RES_BUY,"Purplebricks, covering Kingston upon Thames",Reduced,2022-01-04,,2023-10-21,"Sutton, Surrey"
112466303,4,"Clarkes Avenue, Worcester Park, KT4",650000,3,Detached,https://www.rightmove.co.uk/properties/112466303#/?channel=RES_BUY,"Purplebricks, covering Kingston upon Thames",Reduced,2023-01-13,,2023-10-21,"Sutton, Surrey"
112466303,5,"Clarkes Avenue, Worcester Park, KT4",675000,3,Detached,https://www.rightmove.co.uk/properties/112466303#/?channel=RES_BUY,"Purplebricks, covering Kingston upon Thames",Reduced,2023-03-17,,2023-10-21,"Sutton, Surrey"
112466303,6,"Clarkes Avenue, Worcester Park, KT4",649000,3,Detached,https://www.rightmove.co.uk/properties/112466303#/?channel=RES_BUY,"Purplebricks, covering Kingston upon Thames",Reduced,2023-06-19,,2023-10-21,"Sutton, Surrey"
114285296,1,"Pinnora Mews, Pinner, HA5",800000,4,Town House,https://www.rightmove.co.uk/properties/114285296#/?channel=RES_BUY,"Coopers, Pinner",Initial entry,2021-10-01,,2023-10-19,"Pinner, Middlesex"
114285344,1,"Pinnora Mews, Pinner, HA5",689950,3,Town House,https://www.rightmove.co.uk/properties/114285344#/?channel=RES_BUY,"Coopers, Pinner",Initial entry,2021-10-01,,2023-10-19,"Pinner, Middlesex"
117895496,1,"Pinnora Mews, Pinner, HA5",800000,4,Town House,https://www.rightmove.co.uk/properties/117895496#/?channel=RES_BUY,"Coopers, Pinner",Initial entry,2021-12-22,,2023-10-19,"Pinner, Middlesex"
117895526,1,"Pinnora Mews, Pinner, HA5",775000,4,Town House,https://www.rightmove.co.uk/properties/117895526#/?channel=RES_BUY,"Coopers, Pinner",Initial entry,2021-12-22,,2023-10-19,"Pinner, Middlesex"
117895586,1,"Pinnora Mews, Pinner, HA5",779950,4,Town House,https://www.rightmove.co.uk/properties/117895586#/?channel=RES_BUY,"Coopers, Pinner",Initial entry,2021-12-22,,2023-10-19,"Pinner, Middlesex"
117895631,1,"Pinnora Mews, Pinner, HA5",670000,3,Town House,https://www.rightmove.co.uk/properties/117895631#/?channel=RES_BUY,"Coopers, Pinner",Initial entry,2021-12-22,,2023-10-19,"Pinner, Middlesex"
117895691,1,"Pinnora Mews, Pinner, HA5",689950,3,Town House,https://www.rightmove.co.uk/properties/117895691#/?channel=RES_BUY,"Coopers, Pinner",Initial entry,2021-12-22,,2023-10-19,"Pinner, Middlesex"
119099168,1,"Norman Crescent, Pinner, HA5",1215000,4,Detached,https://www.rightmove.co.uk/properties/119099168#/?channel=RES_BUY,"Robsons, Pinner",Initial entry,2022-01-24,,2023-10-19,"Pinner, Middlesex"
119099168,2,"Norman Crescent, Pinner, HA5",1225000,4,Detached,https://www.rightmove.co.uk/properties/119099168#/?channel=RES_BUY,"Robsons, Pinner",Reduced,2022-09-09,,2023-10-19,"Pinner, Middlesex"
119099168,3,"Norman Crescent, Pinner, HA5",1225000,4,Detached,https://www.rightmove.co.uk/properties/119099168#/?channel=RES_BUY,"Robsons, Pinner",UNDER OFFER,2023-10-19,,2023-10-19,"Pinner, Middlesex"
120457163,1,"Arundel Avenue, Morden",725000,4,Semi-Detached,https://www.rightmove.co.uk/properties/120457163#/?channel=RES_BUY,"Parry & Drewett, Surrey",Initial entry,2022-02-28,,2023-10-21,"Sutton, Surrey"
120457163,2,"Arundel Avenue, Morden",775000,4,Semi-Detached,https://www.rightmove.co.uk/properties/120457163#/?channel=RES_BUY,"Parry & Drewett, Surrey",Reduced,2022-09-02,,2023-10-21,"Sutton, Surrey"
120457163,3,"Arundel Avenue, Morden",775000,4,Semi-Detached,https://www.rightmove.co.uk/properties/120457163#/?channel=RES_BUY,"Parry & Drewett, Surrey",SOLD STC,2023-10-21,,2023-10-21,"Sutton, Surrey"
121736957,1,"Lavender Avenue, Worcester Park, KT4",750000,3,Semi-Detached,https://www.rightmove.co.uk/properties/121736957#/?channel=RES_BUY,"Goodfellows, Stonecot Hill",Initial entry,2022-03-30,,2023-10-21,"Sutton, Surrey"
121736957,2,"Lavender Avenue, Worcester Park, KT4",700000,3,Semi-Detached,https://www.rightmove.co.uk/properties/121736957#/?channel=RES_BUY,"Goodfellows, Stonecot Hill",Reduced,2022-04-25,,2023-10-21,"Sutton, Surrey"
121736957,3,"Lavender Avenue, Worcester Park, KT4",750000,3,Semi-Detached,https://www.rightmove.co.uk/properties/121736957#/?channel=RES_BUY,"Goodfellows, Stonecot Hill",Reduced,2022-05-02,,2023-10-21,"Sutton, Surrey"
121736957,4,"Lavender Avenue, Worcester Park, KT4",700000,3,Semi-Detached,https://www.rightmove.co.uk/properties/121736957#/?channel=RES_BUY,"Goodfellows, Stonecot Hill",Reduced,2022-05-02,,2023-10-21,"Sutton, Surrey"
121736957,5,"Lavender Avenue, Worcester Park, KT4",675000,3,Semi-Detached,https://www.rightmove.co.uk/properties/121736957#/?channel=RES_BUY,"Goodfellows, Stonecot Hill",Reduced,2022-10-12,,2023-10-21,"Sutton, Surrey"
121736957,6,"Lavender Avenue, Worcester Park, KT4",650000,3,Semi-Detached,https://www.rightmove.co.uk/properties/121736957#/?channel=RES_BUY,"Goodfellows, Stonecot Hill",Reduced,2023-08-02,,2023-10-21,"Sutton, Surrey"
121736957,7,"Lavender Avenue, Worcester Park, KT4",650000,3,Semi-Detached,https://www.rightmove.co.uk/properties/121736957#/?channel=RES_BUY,"Goodfellows, Stonecot Hill",SOLD STC,2023-10-21,,2023-10-21,"Sutton, Surrey"
122267504,1,"Uxbridge Road, Pinner, HA5",1600000,6,Detached,https://www.rightmove.co.uk/properties/122267504#/?channel=RES_BUY,"Robsons, Pinner",Initial entry,2022-04-11,,2023-10-19,"Pinner, Middlesex"
122267504,2,"Uxbridge Road, Pinner, HA5",1500000,6,Detached,https://www.rightmove.co.uk/properties/122267504#/?channel=RES_BUY,"Robsons, Pinner",Reduced,2022-05-06,,2023-10-19,"Pinner, Middlesex"
122267504,3,"Uxbridge Road, Pinner, HA5",1499950,6,Detached,https://www.rightmove.co.uk/properties/122267504#/?channel=RES_BUY,"Robsons, Pinner",Reduced,2022-11-21,,2023-10-19,"Pinner, Middlesex"
122267504,4,"Uxbridge Road, Pinner, HA5",1395000,6,Detached,https://www.rightmove.co.uk/properties/122267504#/?channel=RES_BUY,"Robsons, Pinner",Reduced,2022-12-08,,2023-10-19,"Pinner, Middlesex"
122267504,5,"Uxbridge Road, Pinner, HA5",1395000,6,Detached,https://www.rightmove.co.uk/properties/122267504#/?channel=RES_BUY,"Robsons, Pinner",UNDER OFFER,2023-10-19,,2023-10-19,"Pinner, Middlesex"
122512352,1,"Kenilworth Close, Banstead",1250000,4,Detached,https://www.rightmove.co.uk/properties/122512352#/?channel=RES_BUY,"Williams Harlow, Banstead",Initial entry,2022-04-17,,2023-10-21,"Sutton, Surrey"
122512352,2,"Kenilworth Close, Banstead",1250000,4,Detached,https://www.rightmove.co.uk/properties/122512352#/?channel=RES_BUY,"Williams Harlow, Banstead",SOLD STC,2023-10-21,,2023-10-21,"Sutton, Surrey"
123688115,1,"Meadway Close, Pinner",1300000,4,Detached,https://www.rightmove.co.uk/properties/123688115#/?channel=RES_BUY,"Andrew Pearce, Pinner",Initial entry,2022-05-26,,2023-10-19,"Pinner, Middlesex"
123688115,2,"Meadway Close, Pinner",1250000,4,Detached,https://www.rightmove.co.uk/properties/123688115#/?channel=RES_BUY,"Andrew Pearce, Pinner",Reduced,2022-08-15,,2023-10-19,"Pinner, Middlesex"
123688115,3,"Meadway Close, Pinner",1250000,4,Detached,https://www.rightmove.co.uk/properties/123688115#/?channel=RES_BUY,"Andrew Pearce, Pinner",SOLD STC,2023-10-19,,2023-10-19,"Pinner, Middlesex"
124026290,1,"Cuddington Avenue, Worcester Park",625000,3,Terraced,https://www.rightmove.co.uk/properties/124026290#/?channel=RES_BUY,"The Personal Agent, Stoneleigh",Initial entry,2022-06-17,,2023-10-21,"Sutton, Surrey"
124026290,2,"Cuddington Avenue, Worcester Park",600000,3,Terraced,https://www.rightmove.co.uk/properties/124026290#/?channel=RES_BUY,"The Personal Agent, Stoneleigh",Reduced,2022-07-18,,2023-10-21,"Sutton, Surrey"
124026290,3,"Cuddington Avenue, Worcester Park",580000,3,Terraced,https://www.rightmove.co.uk/properties/124026290#/?channel=RES_BUY,"The Personal Agent, Stoneleigh",Reduced,2022-11-14,,2023-10-21,"Sutton, Surrey"
124026290,4,"Cuddington Avenue, Worcester Park",560000,3,Terraced,https://www.rightmove.co.uk/properties/124026290#/?channel=RES_BUY,"The Personal Agent, Stoneleigh",Reduced,2023-01-09,,2023-10-21,"Sutton, Surrey"
124026290,5,"Cuddington Avenue, Worcester Park",560000,3,Terraced,https://www.rightmove.co.uk/properties/124026290#/?channel=RES_BUY,"The Personal Agent, Stoneleigh",SOLD STC,2023-10-21,,2023-10-21,"Sutton, Surrey"
124145072,1,"Corfe Avenue, Harrow",670000,3,Semi-Detached,https://www.rightmove.co.uk/properties/124145072#/?channel=RES_BUY,"Andrew Pearce, Harrow",Initial entry,2022-06-21,,2023-10-21,"Pinner, Middlesex"
124145072,2,"Corfe Avenue, Harrow",665000,3,Semi-Detached,https://www.rightmove.co.uk/properties/124145072#/?channel=RES_BUY,"Andrew Pearce, Harrow",Reduced,2022-07-07,,2023-10-21,"Pinner, Middlesex"
124379090,1,"Elms Road, Harrow Weald",1750000,6,Detached,https://www.rightmove.co.uk/properties/124379090#/?channel=RES_BUY,"Hinton & Downes, Harrow Weald",Initial entry,2022-06-27,,2023-10-21,"Pinner, Middlesex"
124453244,1,"Brookfield Avenue, Sutton",575000,3,Semi-Detached,https://www.rightmove.co.uk/properties/124453244#/?channel=RES_BUY,"Barnard Marcus, Sutton",Initial entry,2022-06-29,,2023-10-21,"Sutton, Surrey"
124453244,2,"Brookfield Avenue, Sutton",565000,3,Semi-Detached,https://www.rightmove.co.uk/properties/124453244#/?channel=RES_BUY,"Barnard Marcus, Sutton",Reduced,2022-12-02,,2023-10-21,"Sutton, Surrey"
124620080,1,"Copperfield Way, Pinner",625000,3,Terraced,https://www.rightmove.co.uk/properties/124620080#/?channel=RES_BUY,"Andrew Pearce, Pinner",Initial entry,2022-07-04,,2023-10-19,"Pinner, Middlesex"
124620080,2,"Copperfield Way, Pinner",649950,3,Terraced,https://www.rightmove.co.uk/properties/124620080#/?channel=RES_BUY,"Andrew Pearce, Pinner",Reduced,2023-02-14,,2023-10-19,"Pinner, Middlesex"
124620080,3,"Copperfield Way, Pinner",625000,3,Terraced,https://www.rightmove.co.uk/properties/124620080#/?channel=RES_BUY,"Andrew Pearce, Pinner",Reduced,2023-02-22,,2023-10-19,"Pinner, Middlesex"
124620080,4,"Copperfield Way, Pinner",595000,3,Terraced,https://www.rightmove.co.uk/properties/124620080#/?channel=RES_BUY,"Andrew Pearce, Pinner",Reduced,2023-04-06,,2023-10-19,"Pinner, Middlesex"
124620080,5,"Copperfield Way, Pinner",595000,3,Terraced,https://www.rightmove.co.uk/properties/124620080#/?channel=RES_BUY,"Andrew Pearce, Pinner",UNDER OFFER,2023-10-19,,2023-10-19,"Pinner, Middlesex"
124711004,1,"St. Philips Avenue, Worcester Park, Surrey, KT4",600000,3,Semi-Detached,https://www.rightmove.co.uk/properties/124711004#/?channel=RES_BUY,"Connor Prince, Worcester Park",Initial entry,2022-07-14,,2023-10-21,"Sutton, Surrey"
124711004,2,"St. Philips Avenue, Worcester Park, Surrey, KT4",570000,3,Semi-Detached,https://www.rightmove.co.uk/properties/124711004#/?channel=RES_BUY,"Connor Prince, Worcester Park",Reduced,2022-09-15,,2023-10-21,"Sutton, Surrey"
124711004,3,"St. Philips Avenue, Worcester Park, Surrey, KT4",539950,3,Semi-Detached,https://www.rightmove.co.uk/properties/124711004#/?channel=RES_BUY,"Connor Prince, Worcester Park",Reduced,2023-04-24,,2023-10-21,"Sutton, Surrey"
124711004,4,"St. Philips Avenue, Worcester Park, Surrey, KT4",535000,3,Semi-Detached,https://www.rightmove.co.uk/properties/124711004#/?channel=RES_BUY,"Connor Prince, Worcester Park",Reduced,2023-06-23,,2023-10-21,"Sutton, Surrey"
124711004,5,"St. Philips Avenue, Worcester Park, Surrey, KT4",535000,3,Semi-Detached,https://www.rightmove.co.uk/properties/124711004#/?channel=RES_BUY,"Connor Prince, Worcester Park",SOLD STC,2023-10-21,,2023-10-21,"Sutton, Surrey"
124715630,1,"Elm Avenue, Ruislip, HA4",725000,3,Semi-Detached,https://www.rightmove.co.uk/properties/124715630#/?channel=RES_BUY,"Coopers, Ruislip",Initial entry,2022-07-06,,2023-10-21,"Pinner, Middlesex"
124715630,2,"Elm Avenue, Ruislip, HA4",700000,3,Semi-Detached,https://www.rightmove.co.uk/properties/124715630#/?channel=RES_BUY,"Coopers, Ruislip",Reduced,2022-08-04,,2023-10-21,"Pinner, Middlesex"
124715630,3,"Elm Avenue, Ruislip, HA4",675000,3,Semi-Detached,https://www.rightmove.co.uk/properties/124715630#/?channel=RES_BUY,"Coopers, Ruislip",Reduced,2022-10-17,,2023-10-21,"Pinner, Middlesex"
124715630,4,"Elm Avenue, Ruislip, HA4",675000,3,Semi-Detached,https://www.rightmove.co.uk/properties/124715630#/?channel=RES_BUY,"Coopers, Ruislip",SOLD STC,2023-10-21,,2023-10-21,"Pinner, Middlesex"
125092745,1,"Joel Street, Pinner, HA5",900000,4,Semi-Detached,https://www.rightmove.co.uk/properties/125092745#/?channel=RES_BUY,"Robsons, Pinner",Initial entry,2022-07-18,,2023-10-19,"Pinner, Middlesex"
125092745,2,"Joel Street, Pinner, HA5",875000,4,Semi-Detached,https://www.rightmove.co.uk/properties/125092745#/?channel=RES_BUY,"Robsons, Pinner",Reduced,2022-08-23,,2023-10-19,"Pinner, Middlesex"
125092745,3,"Joel Street, Pinner, HA5",850000,4,Semi-Detached,https://www.rightmove.co.uk/properties/125092745#/?channel=RES_BUY,"Robsons, Pinner",Reduced,2022-09-27,,2023-10-19,"Pinner, Middlesex"
125092745,4,"Joel Street, Pinner, HA5",785000,4,Semi-Detached,https://www.rightmove.co.uk/properties/125092745#/?channel=RES_BUY,"Robsons, Pinner",Reduced,2022-12-13,,2023-10-19,"Pinner, Middlesex"
125100326,1,"The Avenue, Pinner, HA5",865000,4,Semi-Detached,https://www.rightmove.co.uk/properties/125100326#/?channel=RES_BUY,"Robsons, Pinner",Initial entry,2022-07-18,,2023-10-19,"Pinner, Middlesex"
125100326,2,"The Avenue, Pinner, HA5",850000,4,Semi-Detached,https://www.rightmove.co.uk/properties/125100326#/?channel=RES_BUY,"Robsons, Pinner",Reduced,2022-10-25,,2023-10-19,"Pinner, Middlesex"
125141855,1,"Park Lane, Carshalton, Surrey. SM5",599950,3,Semi-Detached,https://www.rightmove.co.uk/properties/125141855#/?channel=RES_BUY,"Ushers Estate Agents, Carshalton",Initial entry,2022-07-19,,2023-10-21,"Sutton, Surrey"
125141855,2,"Park Lane, Carshalton, Surrey. SM5",575000,3,Semi-Detached,https://www.rightmove.co.uk/properties/125141855#/?channel=RES_BUY,"Ushers Estate Agents, Carshalton",Reduced,2022-09-30,,2023-10-21,"Sutton, Surrey"
125141855,3,"Park Lane, Carshalton, Surrey. SM5",550000,3,Semi-Detached,https://www.rightmove.co.uk/properties/125141855#/?channel=RES_BUY,"Ushers Estate Agents, Carshalton",Reduced,2023-02-16,,2023-10-21,"Sutton, Surrey"
125141855,4,"Park Lane, Carshalton, Surrey. SM5",525000,3,Semi-Detached,https://www.rightmove.co.uk/properties/125141855#/?channel=RES_BUY,"Ushers Estate Agents, Carshalton",Reduced,2023-03-30,,2023-10-21,"Sutton, Surrey"
125141855,5,"Park Lane, Carshalton, Surrey. SM5",550000,3,Semi-Detached,https://www.rightmove.co.uk/properties/125141855#/?channel=RES_BUY,"Ushers Estate Agents, Carshalton",Reduced,2023-08-02,,2023-10-21,"Sutton, Surrey"
125141855,6,"Park Lane, Carshalton, Surrey. SM5",550000,3,Semi-Detached,https://www.rightmove.co.uk/properties/125141855#/?channel=RES_BUY,"Ushers Estate Agents, Carshalton",SOLD STC,2023-10-21,,2023-10-21,"Sutton, Surrey"
125775818,1,"Colburn Way, Sutton",625000,3,Semi-Detached,https://www.rightmove.co.uk/properties/125775818#/?channel=RES_BUY,"Barnard Marcus, Sutton",Initial entry,2022-08-05,,2023-10-21,"Sutton, Surrey"
125775818,2,"Colburn Way, Sutton",600000,3,Semi-Detached,https://www.rightmove.co.uk/properties/125775818#/?channel=RES_BUY,"Barnard Marcus, Sutton",Reduced,2022-11-07,,2023-10-21,"Sutton, Surrey"
125775818,3,"Colburn Way, Sutton",580000,3,Semi-Detached,https://www.rightmove.co.uk/properties/125775818#/?channel=RES_BUY,"Barnard Marcus, Sutton",Reduced,2023-07-06,,2023-10-21,"Sutton, Surrey"
125775818,4,"Colburn Way, Sutton",580000,3,Semi-Detached,https://www.rightmove.co.uk/properties/125775818#/?channel=RES_BUY,"Barnard Marcus, Sutton",SOLD STC,2023-10-21,,2023-10-21,"Sutton, Surrey"
125951645,1,"Church Road, Northwood, Middlesex, HA6",950000,3,Semi-Detached,https://www.rightmove.co.uk/properties/125951645#/?channel=RES_BUY,"Savills, Northwood",Initial entry,2022-08-11,,2023-10-21,"Pinner, Middlesex"
125951645,2,"Church Road, Northwood, Middlesex, HA6",900000,3,Semi-Detached,https://www.rightmove.co.uk/properties/125951645#/?channel=RES_BUY,"Savills, Northwood",Reduced,2022-09-07,,2023-10-21,"Pinner, Middlesex"
125951645,3,"Church Road, Northwood, Middlesex, HA6",875000,3,Semi-Detached,https://www.rightmove.co.uk/properties/125951645#/?channel=RES_BUY,"Savills, Northwood",Reduced,2022-09-21,,2023-10-21,"Pinner, Middlesex"
125951645,4,"Church Road, Northwood, Middlesex, HA6",870000,3,Semi-Detached,https://www.rightmove.co.uk/properties/125951645#/?channel=RES_BUY,"Savills, Northwood",Reduced,2023-05-10,,2023-10-21,"Pinner, Middlesex"
125951645,5,"Church Road, Northwood, Middlesex, HA6",870000,3,Semi-Detached,https://www.rightmove.co.uk/properties/125951645#/?channel=RES_BUY,"Savills, Northwood",SOLD STC,2023-10-21,,2023-10-21,"Pinner, Middlesex"
126321170,1,"Wydell Close, SM4",650000,5,Semi-Detached,https://www.rightmove.co.uk/properties/126321170#/?channel=RES_BUY,"Hunters, Worcester Park",Initial entry,2022-08-24,,2023-10-21,"Sutton, Surrey"
126321170,2,"Wydell Close, SM4",650000,5,Semi-Detached,https://www.rightmove.co.uk/properties/126321170#/?channel=RES_BUY,"Hunters, Worcester Park",SOLD STC,2023-10-21,,2023-10-21,"Sutton, Surrey"
126423047,1,"Church Road, Northwood, Middlesex, HA6",995000,4,Detached,https://www.rightmove.co.uk/properties/126423047#/?channel=RES_BUY,"Savills, Northwood",Initial entry,2022-08-26,,2023-10-21,"Pinner, Middlesex"
126423047,2,"Church Road, Northwood, Middlesex, HA6",975000,4,Detached,https://www.rightmove.co.uk/properties/126423047#/?channel=RES_BUY,"Savills, Northwood",Reduced,2022-10-04,,2023-10-21,"Pinner, Middlesex"
126423047,3,"Church Road, Northwood, Middlesex, HA6",950000,4,Detached,https://www.rightmove.co.uk/properties/126423047#/?channel=RES_BUY,"Savills, Northwood",Reduced,2022-11-04,,2023-10-21,"Pinner, Middlesex"
126423047,4,"Church Road, Northwood, Middlesex, HA6",975000,4,Detached,https://www.rightmove.co.uk/properties/126423047#/?channel=RES_BUY,"Savills, Northwood",Reduced,2022-11-12,,2023-10-21,"Pinner, Middlesex"
126423047,5,"Church Road, Northwood, Middlesex, HA6",950000,4,Detached,https://www.rightmove.co.uk/properties/126423047#/?channel=RES_BUY,"Savills, Northwood",Reduced,2022-11-13,,2023-10-21,"Pinner, Middlesex"
126423047,6,"Church Road, Northwood, Middlesex, HA6",925000,4,Detached,https://www.rightmove.co.uk/properties/126423047#/?channel=RES_BUY,"Savills, Northwood",Reduced,2022-11-18,,2023-10-21,"Pinner, Middlesex"
126423047,7,"Church Road, Northwood, Middlesex, HA6",900000,4,Detached,https://www.rightmove.co.uk/properties/126423047#/?channel=RES_BUY,"Savills, Northwood",Reduced,2023-08-31,,2023-10-21,"Pinner, Middlesex"
126439559,1,"West End Avenue, Pinner, HA5",1495000,4,Detached,https://www.rightmove.co.uk/properties/126439559#/?channel=RES_BUY,"Robsons, Pinner",Initial entry,2022-08-26,,2023-10-19,"Pinner, Middlesex"
126439559,2,"West End Avenue, Pinner, HA5",1495000,4,Detached,https://www.rightmove.co.uk/properties/126439559#/?channel=RES_BUY,"Robsons, Pinner",UNDER OFFER,2023-10-19,,2023-10-19,"Pinner, Middlesex"
126524252,1,"Devonshire Road, Eastcote, Pinner, HA5",1350000,5,Detached,https://www.rightmove.co.uk/properties/126524252#/?channel=RES_BUY,"Robsons, Pinner",Initial entry,2022-08-30,,2023-10-19,"Pinner, Middlesex"
126524252,2,"Devonshire Road, Eastcote, Pinner, HA5",1250000,5,Detached,https://www.rightmove.co.uk/properties/126524252#/?channel=RES_BUY,"Robsons, Pinner",Reduced,2022-10-25,,2023-10-19,"Pinner, Middlesex"
126524252,3,"Devonshire Road, Eastcote, Pinner, HA5",1150000,5,Detached,https://www.rightmove.co.uk/properties/126524252#/?channel=RES_BUY,"Robsons, Pinner",Reduced,2022-12-16,,2023-10-19,"Pinner, Middlesex"
126524252,4,"Devonshire Road, Eastcote, Pinner, HA5",1095000,5,Detached,https://www.rightmove.co.uk/properties/126524252#/?channel=RES_BUY,"Robsons, Pinner",Reduced,2023-05-09,,2023-10-19,"Pinner, Middlesex"
126524252,5,"Devonshire Road, Eastcote, Pinner, HA5",1150000,5,Detached,https://www.rightmove.co.uk/properties/126524252#/?channel=RES_BUY,"Robsons, Pinner",Reduced,2023-05-12,,2023-10-19,"Pinner, Middlesex"
126524252,6,"Devonshire Road, Eastcote, Pinner, HA5",1095000,5,Detached,https://www.rightmove.co.uk/properties/126524252#/?channel=RES_BUY,"Robsons, Pinner",Reduced,2023-05-12,,2023-10-19,"Pinner, Middlesex"
126524252,7,"Devonshire Road, Eastcote, Pinner, HA5",1095000,5,Detached,https://www.rightmove.co.uk/properties/126524252#/?channel=RES_BUY,"Robsons, Pinner",SOLD STC,2023-10-19,,2023-10-19,"Pinner, Middlesex"
127110227,1,"Waxwell Close, Pinner, HA5",825000,5,Semi-Detached,https://www.rightmove.co.uk/properties/127110227#/?channel=RES_BUY,"Robsons, Pinner",Initial entry,2022-09-15,,2023-10-19,"Pinner, Middlesex"
127110227,2,"Waxwell Close, Pinner, HA5",799950,5,Semi-Detached,https://www.rightmove.co.uk/properties/127110227#/?channel=RES_BUY,"Robsons, Pinner",Reduced,2022-11-29,,2023-10-19,"Pinner, Middlesex"
127110227,3,"Waxwell Close, Pinner, HA5",769950,5,Semi-Detached,https://www.rightmove.co.uk/properties/127110227#/?channel=RES_BUY,"Robsons, Pinner",Reduced,2023-02-08,,2023-10-19,"Pinner, Middlesex"
127110227,4,"Waxwell Close, Pinner, HA5",745000,5,Semi-Detached,https://www.rightmove.co.uk/properties/127110227#/?channel=RES_BUY,"Robsons, Pinner",Reduced,2023-04-24,,2023-10-19,"Pinner, Middlesex"
127110227,5,"Waxwell Close, Pinner, HA5",745000,5,Semi-Detached,https://www.rightmove.co.uk/properties/127110227#/?channel=RES_BUY,"Robsons, Pinner",SOLD STC,2023-10-19,,2023-10-19,"Pinner, Middlesex"
127196651,1,"Highfield Avenue, Pinner, Middlesex, HA5",875000,3,Detached,https://www.rightmove.co.uk/properties/127196651#/?channel=RES_BUY,"SPENCE, East Sheen",Initial entry,2022-09-19,,2023-10-19,"Pinner, Middlesex"
127196651,2,"Highfield Avenue, Pinner, Middlesex, HA5",850000,3,Detached,https://www.rightmove.co.uk/properties/127196651#/?channel=RES_BUY,"SPENCE, East Sheen",Reduced,2022-09-28,,2023-10-19,"Pinner, Middlesex"
127196651,3,"Highfield Avenue, Pinner, Middlesex, HA5",825000,3,Detached,https://www.rightmove.co.uk/properties/127196651#/?channel=RES_BUY,"SPENCE, East Sheen",Reduced,2023-05-23,,2023-10-19,"Pinner, Middlesex"
127196651,4,"Highfield Avenue, Pinner, Middlesex, HA5",825000,3,Detached,https://www.rightmove.co.uk/properties/127196651#/?channel=RES_BUY,"SPENCE, East Sheen",SOLD STC,2023-10-19,,2023-10-19,"Pinner, Middlesex"
